avg_student_gain,class_size,years_experience,education_level,professional_development_hours,subject_area,school_type,student_demographics,teaching_method,parental_involvement,resource_availability,effectiveness_score
14.437612629419572,42.0,6.49858397343808,Masters,66.9309917207472,Arts,Rural,Diverse,Traditional,Low,Limited,9.901214337446167
21.373065073243897,40.0,28.237945110568905,Bachelors,36.09117693350655,Social Studies,Rural,Diverse,Technology-Based,Low,Abundant,8.841226563696448
5.774456610585254,26.0,34.95717418714259,Professional,43.25242553632739,Math,Rural,Homogeneous,Interactive,Low,Limited,
17.347574714718768,,25.104037218759725,Bachelors,8.49983031598407,Arts,Rural,Diverse,Technology-Based,High,Abundant,9.61083871180315
5.924097381637912,26.0,23.786671744727734,Masters,29.6665027170236,Arts,Urban,Homogeneous,Project-Based,Medium,Abundant,7.550532615343616
9.77504747457055,,10.610815831216058,Professional,0.9665562399505778,Math,,High Needs,Traditional,High,Abundant,
18.62596245936587,41.0,18.65558957886144,Bachelors,14.852026393436091,Language,Rural,High Needs,Traditional,Low,Adequate,2.793266702055875
12.723719338688294,38.0,34.250361195520476,Bachelors,2.542787522663037,Social Studies,Suburban,Diverse,Traditional,Low,Limited,4.408582963510571
19.89171279599107,32.0,27.375045086513023,Bachelors,45.89693430140763,Arts,,High Needs,Traditional,Low,Limited,7.244980434113504
8.41085845207866,33.0,4.454135344579026,Doctorate,89.08773335469053,Math,,,Technology-Based,Medium,,
17.988476075722293,42.0,25.46013754761623,Doctorate,92.55863042669849,Arts,Urban,High Needs,Technology-Based,Low,Adequate,6.100151100627519
14.04999912476228,22.0,7.285679991530718,Bachelors,73.68171845110076,Science,Suburban,High Needs,Project-Based,Low,Adequate,7.521734729103276
7.895979279669227,42.0,6.58928803094291,Professional,49.065805395640524,Math,Urban,Homogeneous,Technology-Based,High,Limited,2.9616275995066283
18.46692395146444,29.0,13.6602516829672,Masters,50.85436002881064,Math,Suburban,High Needs,Technology-Based,Low,Adequate,5.808081495789194
19.755359635551358,12.0,29.280428767301967,Bachelors,46.69601610706151,Math,Urban,Diverse,Project-Based,High,Adequate,2.8342609638134055
24.188820838240023,34.0,9.139316062335483,Professional,70.47214778680733,Social Studies,Urban,High Needs,Interactive,High,Adequate,7.969277816406464
24.462959432288617,16.0,14.364258023398111,Professional,95.16737237223934,Arts,Urban,Diverse,Technology-Based,Medium,Abundant,7.968667630550995
18.148364226624803,30.0,30.667004232971173,Masters,15.092906045006272,Social Studies,Suburban,Homogeneous,Traditional,Low,Limited,7.4261728065330175
15.702066057148238,16.0,,Bachelors,66.2388941373146,Science,Urban,Diverse,Traditional,Medium,Limited,5.470970097240488
18.287631030027146,37.0,18.298020081200118,Doctorate,0.5543055417435161,,Suburban,Diverse,Project-Based,,Abundant,5.845320977168643
14.007015454683877,13.0,29.94157477642102,Bachelors,57.844978597371146,Social Studies,Rural,High Needs,Traditional,Low,Limited,8.127048878564054
13.072560953362647,24.0,31.291088962845603,Masters,,Science,,Homogeneous,Technology-Based,Low,,8.036818606795633
6.90575021203939,23.0,7.997981865337415,Doctorate,18.921944709964833,Social Studies,Rural,Diverse,Interactive,,Abundant,9.950765136399779
22.74943013391523,29.0,18.55496365557215,Bachelors,37.33370152503226,Social Studies,Rural,Diverse,Project-Based,Low,Adequate,7.01420080431977
20.94873965618848,33.0,25.469039238202704,Bachelors,31.871206937235552,Social Studies,Urban,High Needs,Technology-Based,Medium,Adequate,9.218341920813696
24.147639124787727,10.0,28.565043666543637,Bachelors,14.066767026825655,Science,Suburban,Diverse,Technology-Based,Low,Adequate,4.096870974555765
19.060751013906636,27.0,32.515773693491894,Professional,8.84391897223723,Social Studies,Suburban,Diverse,Project-Based,High,Limited,9.330142740963373
9.944234949553245,14.0,31.631347902912662,Bachelors,71.85492136241075,Social Studies,Urban,Homogeneous,Technology-Based,Medium,Abundant,9.158187257832596
17.458294018991538,33.0,33.742206968168325,Professional,45.98941962007481,Language,Suburban,Diverse,Project-Based,Medium,Abundant,9.388238615216583
11.980290176321475,35.0,19.392857774795427,Doctorate,3.2940095017083837,Social Studies,Rural,High Needs,Technology-Based,High,Abundant,6.721582156209106
16.047040442989946,10.0,28.48737368164271,Bachelors,75.15561116671721,Social Studies,Suburban,,Project-Based,High,Limited,3.458939400648185
,27.0,12.769251821304461,Masters,35.76439875188011,Language,Rural,Homogeneous,Interactive,High,Adequate,4.366208371596603
24.46502227112568,38.0,15.105617318751692,Bachelors,41.59659855683467,Science,,Homogeneous,Project-Based,Medium,Abundant,2.766141282538456
8.039774849487243,24.0,,Masters,59.248718002717624,Math,Rural,High Needs,Project-Based,Low,Adequate,9.211081372623962
12.380223884243053,39.0,30.602368341262657,Bachelors,1.0053781532214812,Math,Rural,High Needs,Project-Based,Medium,Abundant,
23.742846169862265,36.0,27.033805606106025,Bachelors,78.75122366969673,Language,Rural,High Needs,Traditional,Medium,Limited,1.7254369571088604
8.204630483977361,43.0,11.043556722326795,Doctorate,1.7397317351195873,Social Studies,Rural,Diverse,Interactive,Medium,Abundant,2.014657298772379
6.432957684779885,16.0,4.800352809689454,Professional,52.96059285079071,Arts,Rural,Diverse,Traditional,Medium,Abundant,4.604804707204112
12.427210993639935,17.0,17.103291667838093,Professional,26.65468809629704,Math,,Homogeneous,Technology-Based,Medium,Adequate,8.772885506335005
22.548613572653203,39.0,29.758193932808673,Masters,0.6489156594241319,,Urban,Diverse,Interactive,Low,Abundant,8.710752686027856
13.319811024175435,41.0,18.943143226203034,Professional,21.07176164227421,Science,Rural,Diverse,Project-Based,High,Abundant,5.303100897288685
16.60461228867252,25.0,10.254262001494725,Professional,92.29039783824625,Arts,Rural,Diverse,Traditional,Low,Abundant,9.318060910632635
9.304299201115088,24.0,19.45427318386472,Doctorate,38.90776583965055,Science,,High Needs,,High,Adequate,5.091236229954605
5.466058701083226,14.0,26.677375871828527,Professional,94.84315944833736,Social Studies,Suburban,Diverse,Interactive,High,Abundant,
6.950310422340138,20.0,20.320512746806546,Professional,67.27203063623568,Science,Rural,High Needs,Interactive,Medium,Abundant,7.173650431096131
15.799933210752425,39.0,24.634989881726085,Doctorate,28.603361112773428,Social Studies,Urban,High Needs,Technology-Based,Medium,Adequate,
15.40559235109663,26.0,,Doctorate,42.29695038336483,Science,Rural,,Interactive,Low,Adequate,3.1811328268326875
8.308078669921514,11.0,7.718992417719121,Professional,92.39089216903771,Social Studies,Urban,Homogeneous,Technology-Based,Medium,Adequate,9.572208471509184
9.471200996053518,36.0,32.63719180316531,Doctorate,28.32969358345112,Language,Urban,High Needs,Interactive,Low,Limited,
12.285758116951227,28.0,4.967985073627262,Masters,35.78276133706553,Language,Rural,High Needs,Traditional,Low,Limited,2.4561099533105484
12.949490162352975,30.0,1.3676981631618237,Doctorate,38.581460606037034,Language,Urban,Homogeneous,Traditional,Medium,,3.0833166424262033
20.670656754178736,25.0,30.092949560689092,Doctorate,55.80286390035402,Science,Rural,,Interactive,High,Adequate,6.321398439735157
16.91665088924336,23.0,18.069888260236052,Bachelors,16.476785756133793,,Suburban,High Needs,Interactive,Low,Limited,9.680963643814414
10.467703299852163,,2.6999608555311596,Masters,86.17031653504846,Social Studies,,High Needs,,,Abundant,1.2578610272905584
,11.0,27.04290419505377,Bachelors,41.981384429250646,Social Studies,Rural,Homogeneous,Project-Based,Medium,Limited,6.821562883915307
18.55481210200322,23.0,26.105691156785543,Doctorate,62.483890830610164,Social Studies,Suburban,Homogeneous,Traditional,Low,Adequate,8.92368995391718
17.602096872717247,25.0,28.946912830721725,Professional,52.76384054054112,Math,Suburban,Homogeneous,Technology-Based,Medium,Adequate,3.572351643866127
18.963894318720275,33.0,6.228032670675649,Bachelors,58.12855565899299,Social Studies,Suburban,Homogeneous,Interactive,High,Abundant,2.181519064976391
13.823651997215023,22.0,31.73753582231437,Doctorate,91.80604366989247,Language,Suburban,High Needs,Interactive,Low,Limited,9.277126350024876
23.795853682970396,12.0,16.239318664038738,Bachelors,87.90211264393791,Science,Rural,Homogeneous,Traditional,Medium,Adequate,7.995020130667363
19.310071965258956,42.0,25.193851416274644,Bachelors,3.007188169371988,Arts,Suburban,Homogeneous,Traditional,Low,Limited,9.553329349695513
11.050077572018793,10.0,15.23894637944941,Masters,43.63759498514971,Social Studies,Rural,High Needs,Technology-Based,High,Abundant,5.5334346717858995
5.470809772487972,16.0,17.53376592358821,Masters,0.12030623250658401,Arts,Urban,High Needs,Technology-Based,Medium,Abundant,2.509160015184
11.153401092670434,28.0,22.556097148447993,Bachelors,15.112387144990658,Science,Suburban,High Needs,Technology-Based,High,Abundant,5.225903223552682
14.33717496807867,40.0,9.699479422506775,Masters,74.81938668643589,Social Studies,Rural,Homogeneous,Interactive,Low,Limited,2.827749768881054
10.886434684799724,14.0,4.731103575356239,Professional,88.23694640916031,Social Studies,Suburban,High Needs,Interactive,High,Adequate,8.87018979536543
6.023458500082485,32.0,10.115767027270847,Professional,34.00138730249675,Science,Suburban,Homogeneous,Project-Based,Medium,Adequate,9.689783156212291
7.254406665316107,27.0,26.057651979745025,Masters,21.787147893645674,Math,Rural,High Needs,Interactive,Medium,Abundant,6.914254799571913
24.685056920432466,39.0,15.914727720276272,Doctorate,23.330726382199064,Social Studies,Urban,Diverse,Traditional,Low,Abundant,1.0207499838516365
8.134747694442126,,16.501244700880637,Doctorate,22.876690897602803,,Urban,High Needs,Interactive,,Adequate,7.8369668787079085
13.323251003870642,17.0,13.108524574767632,Doctorate,93.99717872648682,Arts,Urban,High Needs,Project-Based,Low,Adequate,4.472786415021847
9.697391953658272,44.0,13.433296747080472,Masters,69.30994307633014,,Suburban,Homogeneous,Project-Based,High,Limited,6.6001483722802305
21.207377949476946,17.0,8.257905028007363,Professional,37.890980703844015,Language,Urban,High Needs,Project-Based,Low,Abundant,1.2519237707769033
12.989062270295177,39.0,6.77717419940636,Masters,34.485178491276905,Social Studies,Rural,High Needs,Technology-Based,Low,Limited,7.772173338566847
9.698047699325393,39.0,4.888155825897117,Professional,99.19763521593289,Math,Suburban,High Needs,Project-Based,High,Adequate,6.969420592356965
20.90055402339652,36.0,33.86104048482449,Doctorate,,Science,Rural,Diverse,Traditional,,Abundant,7.378509296240911
14.135766940579742,33.0,31.50763338825139,Doctorate,10.02157130110537,Math,Urban,High Needs,Traditional,Low,Adequate,7.7338206898986055
10.947009398091044,11.0,6.052590962320547,Professional,4.796896743335044,Social Studies,Urban,Diverse,Interactive,Low,Adequate,3.9284308642951085
,24.0,18.732703216082907,Doctorate,75.12025275066658,Arts,Rural,Homogeneous,Project-Based,Low,Adequate,7.021503680816043
13.271600818154944,40.0,15.074284964017322,Bachelors,3.3865716004318314,Social Studies,Urban,Homogeneous,Traditional,Medium,,2.4754279685849823
13.425143146609251,37.0,3.5781031801638106,Masters,57.08564449864226,Language,Rural,,Interactive,High,Limited,5.019361591103195
10.798584785594745,31.0,10.58525555795381,Professional,83.64632091237284,Math,Suburban,Diverse,Traditional,High,Adequate,1.6952623525830848
24.893676968483152,29.0,11.394533110733175,Bachelors,51.054247578889786,Social Studies,Urban,,Interactive,Low,Abundant,6.808405779317315
16.17955508553315,13.0,5.72522684188864,Professional,27.275732062557225,Social Studies,Urban,Homogeneous,Interactive,High,Adequate,
15.510700295916088,19.0,3.4117498732755225,Professional,12.834850175614253,Math,,Homogeneous,Project-Based,,Adequate,8.365569381841144
13.551769490184775,16.0,34.525351961693254,Masters,38.08164469169808,Arts,Suburban,Homogeneous,Project-Based,High,Limited,
20.4619407779916,17.0,12.673142026745133,Bachelors,22.423725118276792,Math,Rural,Diverse,Interactive,Low,,5.186828011947092
7.2087391253041,,4.535192691317844,Masters,64.36699043478093,Science,Suburban,Diverse,Interactive,Medium,Limited,1.3457600978705346
21.352720671148145,33.0,1.8725465803282748,Professional,5.847172590573313,Arts,Suburban,High Needs,Project-Based,High,Limited,1.1409187425876997
9.02992184823371,32.0,17.973276495106447,Professional,91.89294623896511,Social Studies,Rural,Diverse,Interactive,,Limited,1.846298723329856
24.183362569876667,30.0,,Professional,9.327378097916084,Social Studies,Suburban,High Needs,Technology-Based,Medium,Abundant,8.7435642496919
20.900780113355214,14.0,6.00276282103392,Bachelors,42.73219471432771,Social Studies,,Homogeneous,Traditional,Medium,Adequate,7.43943703555345
19.473124884144905,34.0,33.265236023521325,Bachelors,30.62890566535652,Math,Rural,High Needs,Technology-Based,Medium,Abundant,9.226419840256487
22.085786793321688,39.0,25.341675943749173,Professional,45.35240442505,Science,Rural,High Needs,Traditional,High,Abundant,9.18109268863941
14.889234746367755,32.0,14.254671052507726,Bachelors,75.77844070683794,Social Studies,Urban,Homogeneous,Interactive,Low,Limited,5.840799466066241
19.98970663040744,20.0,25.928333578687056,Professional,68.12891128564279,Math,Rural,High Needs,Interactive,Medium,Limited,4.427489508133266
24.42897770505899,17.0,26.98072736080134,Professional,84.57736282189117,Language,,Homogeneous,Traditional,High,Adequate,5.236092972511077
17.773845973140077,34.0,14.278942247627675,Masters,,Arts,Urban,Diverse,Project-Based,High,Adequate,2.953377251956138
13.091753903856766,29.0,34.30267299660179,Professional,63.21994913000486,Language,Suburban,High Needs,Interactive,Medium,Abundant,9.740851784878707
22.692284261602705,12.0,19.91976157789562,Masters,84.62405464749673,Social Studies,,Homogeneous,Technology-Based,High,Abundant,8.976959225985564
11.240772125023078,12.0,24.25016388633081,Professional,0.5732871186513333,Social Studies,Urban,Diverse,Interactive,High,Abundant,4.009097567893505
22.90666851982666,14.0,11.34831073418955,Professional,59.80861172083587,Science,Urban,High Needs,Technology-Based,Low,Limited,5.36733213383907
6.119201537818004,16.0,12.000978950244546,Doctorate,54.70288090504995,,Suburban,High Needs,Project-Based,High,Limited,4.927033202104905
9.785835953773452,28.0,,Doctorate,53.3718761972615,Math,Suburban,Diverse,Traditional,Medium,Limited,7.102226961837926
7.68085039455741,30.0,5.014925124090781,Masters,27.529985585460025,Science,Suburban,High Needs,Project-Based,,Limited,6.293913877593869
,21.0,27.50806156724737,Doctorate,18.900613794388565,Language,Rural,Diverse,Technology-Based,High,Adequate,5.27089408858464
9.164092553449484,14.0,13.277564401942376,Professional,93.01222938721601,Science,Suburban,Homogeneous,Traditional,Medium,Abundant,5.390614490733944
,24.0,17.296403574742836,Bachelors,41.28488856161503,Science,Urban,Homogeneous,Project-Based,High,Abundant,3.4373695944279885
22.877148567404898,39.0,34.981141715008086,Professional,3.180042685211737,Social Studies,Urban,Diverse,Interactive,Low,Abundant,4.52462555014737
17.569135195619598,37.0,30.31552434101162,Professional,70.60788121048576,Arts,Rural,Homogeneous,Interactive,Low,Abundant,9.766844447876323
8.281720860552593,10.0,15.618347005282299,Doctorate,41.885031197783704,Science,Suburban,High Needs,Interactive,Medium,Limited,8.558558278240751
23.92916907566726,39.0,33.59377715358268,Doctorate,5.34268361339334,Social Studies,Suburban,Homogeneous,Interactive,Medium,Abundant,9.826789768446258
11.107332913440082,34.0,16.992106452336834,Bachelors,24.430575970838277,Social Studies,Rural,High Needs,Technology-Based,Medium,Adequate,4.518225869432719
20.505005619183798,14.0,32.61872211707387,,99.98038886917641,Arts,Rural,Diverse,Interactive,Low,Abundant,3.4440996688688603
9.590070441411031,12.0,12.38477110954353,Professional,11.875095933668911,Arts,Suburban,Diverse,Interactive,Low,Adequate,8.838720149348081
21.1577475669976,31.0,28.46991898736426,Bachelors,78.22048206775058,Language,Rural,High Needs,Technology-Based,Low,Limited,
10.049253872685176,12.0,32.169963520528704,Professional,72.69976412101258,Social Studies,Rural,Diverse,Technology-Based,High,Adequate,5.354063524163274
22.85130110620994,21.0,25.51357983858111,Professional,22.49776481996101,Social Studies,Urban,Homogeneous,Project-Based,Low,Adequate,7.961212333885865
15.386253008809462,13.0,17.24242516126518,Doctorate,80.81749646292982,Arts,,Homogeneous,Traditional,Medium,Limited,7.686263867655803
8.648983816994631,38.0,7.280120942558118,Doctorate,25.683178790300133,Language,Urban,Diverse,Technology-Based,Low,Limited,
13.76718040758606,34.0,7.084214802429976,Bachelors,54.65055303677552,Language,Suburban,High Needs,Project-Based,High,Adequate,1.2621621113416863
11.477722122135825,,10.786048004382035,Doctorate,39.63312984953296,Arts,Rural,Homogeneous,Project-Based,Low,Abundant,1.5597707144431028
6.385277420166653,14.0,4.106414069332181,Doctorate,37.72440385138589,Science,Rural,High Needs,Interactive,Low,Adequate,5.252497776537157
9.996534668669277,27.0,1.661314393908596,Doctorate,7.714484820704848,,Urban,Homogeneous,Interactive,High,Abundant,8.666626858923637
14.305152031135751,16.0,22.080683561801123,Masters,58.432013079628945,Social Studies,Rural,Diverse,Traditional,,,7.64148131191847
10.577836693948367,26.0,8.10525275989973,Doctorate,68.35089476461395,Language,Suburban,Diverse,Technology-Based,Medium,Abundant,9.764742770918495
14.25666270644471,39.0,21.745828379361782,Doctorate,59.26988785753659,Social Studies,Urban,Diverse,Interactive,High,Limited,8.742047089699668
6.797820064278053,38.0,21.631741731700842,Bachelors,24.31534339909842,Language,Urban,High Needs,Technology-Based,High,,8.159633154550162
17.865086773291456,,33.468259616105,Masters,34.13065783986469,Math,Rural,Diverse,Interactive,Low,Limited,8.428994205847422
6.234109829915846,10.0,6.511496447622044,Doctorate,2.9393380258136537,Language,Urban,Homogeneous,Interactive,Low,Limited,6.540999082061365
22.660401161894256,29.0,26.045013439293886,Masters,9.448856411158001,Language,Urban,Homogeneous,Technology-Based,High,,9.680713515953942
20.06430165436675,39.0,7.444890526590586,Professional,85.44103315205092,Arts,Urban,,Project-Based,Low,Abundant,4.512449380551001
6.646033890960748,10.0,1.7988920057144169,Bachelors,83.16928819721724,Language,Urban,Homogeneous,Technology-Based,Low,Limited,2.5969806007773095
20.990558804719353,,5.900671746597139,Masters,88.78824082665753,Math,Suburban,Diverse,Technology-Based,High,Adequate,6.1916079669825494
19.103473504949164,41.0,3.36214261874823,Bachelors,45.083720228817306,Language,Suburban,,Interactive,Medium,Adequate,9.33476362517484
22.732627749170717,35.0,18.62975791240863,Bachelors,25.271045419759975,Math,Urban,Homogeneous,Interactive,Medium,Limited,5.070182258600287
24.883538842416517,34.0,18.0558241988961,Professional,46.31613379147067,Science,Suburban,Homogeneous,Interactive,Medium,Limited,2.9260100299825074
9.967215370662544,13.0,,Bachelors,97.85975514601421,Social Studies,Urban,Homogeneous,Interactive,High,Adequate,6.092588790341914
9.135511161156046,37.0,31.689052164966203,Masters,28.52236814345428,Science,Suburban,Diverse,Project-Based,Low,Adequate,8.186188848481708
7.850124713655804,21.0,24.194464801604024,Doctorate,20.221823894439417,Arts,Rural,High Needs,Traditional,High,Adequate,8.167808141131067
10.80953769316914,43.0,5.794362880601831,Masters,24.22963109980096,Arts,,High Needs,Interactive,Low,Limited,8.116474536729992
5.2907105149720195,29.0,6.681206819125807,,61.487797414280735,Arts,Rural,Diverse,Traditional,High,Adequate,6.168676086595163
14.850452203971393,38.0,17.105375871602536,Bachelors,69.17100074400854,Social Studies,Urban,High Needs,Technology-Based,High,Adequate,
5.449992735821592,20.0,29.21871105252376,Professional,24.508484598547675,,Urban,Diverse,Interactive,,Limited,8.328341866822257
7.877153694814972,38.0,31.91503520524117,Masters,,Math,Suburban,Diverse,Traditional,High,Abundant,7.788123370787859
17.12498582903661,19.0,1.0045985745058894,Professional,50.33177050436114,Social Studies,Suburban,Homogeneous,Project-Based,Medium,Adequate,6.80563426685892
16.3274168341474,40.0,27.15268715763488,Doctorate,15.194354118703012,Language,Urban,Diverse,Project-Based,Low,Adequate,8.847014732801153
12.758552153508663,10.0,19.85293874279097,Doctorate,74.62089143360112,Social Studies,,Homogeneous,Interactive,High,Adequate,5.164795507116747
6.300224147890785,29.0,28.06582777192516,Doctorate,96.72455476402338,Arts,Urban,Diverse,Project-Based,Low,Abundant,2.3652781468146893
24.449101920923944,24.0,3.5958378057621756,Doctorate,36.55988044169192,Science,Rural,Diverse,Technology-Based,Low,Adequate,6.271310819354047
11.732887986821531,17.0,1.2630624973728921,Bachelors,13.736677008950327,,Suburban,High Needs,Technology-Based,Medium,Limited,4.63753030995019
12.864027021696032,18.0,21.22010102044312,Professional,29.85188036367109,Social Studies,Suburban,Homogeneous,Project-Based,High,Limited,
24.938138471771417,44.0,14.054418387024874,Bachelors,28.537336114326383,Language,Suburban,Homogeneous,Project-Based,High,Adequate,6.382654367052191
